latitude_surface_hole,longitude_surface_hole
32.293172,-101.750619
32.280467,-101.987801
32.260284,-102.08908
32.294087,-101.928929
32.288045,-101.922535
32.287415,-101.9089
32.308121,-101.933533
32.259428,-101.851131
32.235381,-101.790158
32.169484,-101.929229
32.124161,-101.928915
32.242515,-101.707816
32.274286,-101.700058
32.269842,-101.703068
32.114629,-101.791851
32.27284,-101.757589
32.287832,-102.130641
32.271217,-102.148474
32.299442,-102.115613
32.277111,-102.122359
32.394606,-102.086952
32.164717,-101.736754
32.266652,-102.151931
32.280311,-102.090921
32.33015,-102.016587
32.256861,-102.125286
32.259834,-102.126224
32.127911,-101.961006
32.097543,-101.73358
32.104508,-101.752971
32.114148,-101.938975
32.308746,-101.946995
32.296633,-101.934191
32.312406,-101.948189
32.226966,-101.760794
32.253817,-102.063203
32.247709,-102.058099
32.118654,-101.756747
32.120801,-101.889385
32.097529,-101.733643
32.240881,-102.011437
32.241786,-101.992162
32.273298,-101.855575
32.396918,-101.77472
32.186113,-101.695841
32.481009,-101.974289
32.120683,-101.927819
32.115122,-101.934876
32.279191,-101.745855
32.304598,-101.981616
32.16939,-101.71609
32.374872,-102.165325
32.251208,-101.853069
32.253762,-101.724457
32.267025,-101.996776
32.210382,-101.915942
32.225562,-101.866875
32.264933,-102.123286
32.123606,-101.955233
32.095237,-101.710357
32.467603,-101.967007
32.294432,-101.91119
32.251787,-102.147898
32.281331,-101.78715
32.267199,-101.947441
32.272602,-102.088537
32.444467,-101.848624
32.333217,-101.857061
32.177498,-101.8205
32.167494,-101.72434
32.275355,-102.093818
32.24054,-102.055463
32.246062,-102.117466
32.299404,-102.078311
32.284958,-102.087531
32.284117,-102.110817
32.263227,-102.094667
32.239699,-102.129407
32.459675,-102.17787
32.434201,-102.169493
32.271541,-102.074136
32.35143,-101.929068
32.334699,-101.914779
32.235797,-101.887933
32.196497,-101.697926
32.265473,-101.856858
32.115162,-101.916416
32.23485,-101.758917
32.300816,-101.918472
32.112994,-101.957635
32.236529,-101.768329
32.179179,-101.705877
32.184786,-101.866303
32.090016,-101.700423
32.309416,-101.911722
32.364187,-102.201496
32.33536,-102.209431
32.346077,-101.919111
32.225595,-101.800363
32.174078,-101.828269
32.093817,-101.802141
32.254922,-102.029875
32.281867,-102.032802
32.252446,-102.029078
32.106296,-101.811945
32.190037,-102.048543
32.192009,-102.040296
32.305554,-102.09035
32.301946,-102.083669
32.302686,-101.891717
32.259445,-102.031329
32.307511,-102.082202
32.351505,-101.895215
32.254385,-101.858401
32.295706,-102.095812
32.321961,-101.804641
32.224966,-101.769637
32.160579,-102.047335
32.489431,-102.055939
32.10662,-101.954941
32.240179,-102.025967
32.247489,-102.02127
32.13984,-102.022738
32.133654,-102.030462
32.118358,-101.792627
32.35251,-102.197395
32.349526,-102.209239
32.389619,-102.155427
32.296674,-102.091196
32.242057,-102.134762
32.246927,-102.131476
32.236373,-102.123648
32.388415,-101.745393
32.416929,-101.771551
32.24381,-102.145376
32.132801,-101.744477
32.277186,-102.084431
32.445078,-102.187569
32.43807,-102.185346
32.294606,-102.136862
32.285971,-102.13971
32.348286,-101.942673
32.289964,-101.731411
32.335505,-101.812796
32.311348,-101.903293
32.337636,-101.823365
32.377446,-101.758978
32.266515,-102.152535
32.118024,-101.922546
32.288422,-101.753676
32.177564,-101.696526
32.102733,-101.775505
32.291126,-101.843534
32.127038,-101.742628
32.157431,-101.818536
32.274923,-101.86495
32.29928,-102.002018
32.260956,-102.004332
32.276261,-102.14564
32.258871,-102.150121
32.263171,-102.151479
32.25473,-102.148814
32.299186,-102.096922
32.292748,-102.145943
32.304866,-102.093811
32.344909,-101.905405
32.388484,-101.776445
32.314846,-101.904505
32.281876,-101.915723
32.232407,-102.141777
32.224958,-102.139421
32.227078,-102.130119
32.241448,-102.120782
32.278257,-101.870549
32.27601,-101.874252
32.263837,-102.002394
32.45257,-102.189948
32.440624,-102.207025
32.445115,-102.173119
32.191333,-101.718494
32.234543,-102.132482
32.23634,-102.143011
32.247185,-102.146476
32.139344,-101.848189
32.201766,-101.904202
32.200462,-101.911933
32.204235,-101.908725
32.205695,-101.90106
32.29252,-102.089852
32.129935,-101.827466
32.113922,-101.760806
32.100118,-101.744973
32.17204,-101.867747
32.24442,-102.126008
32.249863,-102.118639
32.377943,-102.152053
32.409929,-102.162504
32.403726,-102.173471
32.276784,-101.856695
32.236937,-101.821175
32.099197,-101.725359
32.288581,-101.971785
32.178949,-101.856333
32.174508,-101.859336
32.090155,-101.95783
32.153929,-101.817421
32.091265,-101.953089
32.281333,-101.920389
32.291541,-101.923673
32.327434,-101.83301
32.318223,-101.821151
32.163379,-101.936821
32.090849,-101.779884
32.276432,-102.108595
32.252988,-102.038307
32.16625,-101.947736
32.197639,-102.050992
32.286092,-102.102112
32.405049,-101.755115
32.399205,-101.783669
32.207783,-101.800282
32.267694,-102.091401
32.26573,-102.100107
32.230158,-101.71276
32.199568,-102.042742
32.417221,-102.164141
32.448809,-102.188762
32.222751,-101.992829
32.229646,-101.995147
32.30028,-101.767158
32.1808,-101.870785
32.177395,-101.908866
32.181401,-101.910186
32.442352,-102.185503
32.289476,-102.121837
32.268425,-102.124515
32.254338,-102.134071
32.218361,-102.131795
32.283904,-102.148054
32.316073,-101.881701
32.282022,-102.157449
32.221792,-101.980855
32.270599,-102.134512
32.20947,-101.701926
32.289982,-101.914168
32.210395,-101.697801
32.378276,-101.773839
32.38986,-101.786424
32.095133,-101.990402
32.163413,-101.936924
32.434885,-102.184336
32.303709,-102.075432
32.111936,-101.929069
32.214804,-101.694908
32.359557,-102.199648
32.19727,-101.725391
32.110134,-101.937698
32.117079,-101.926624
32.331083,-101.806763
32.268607,-102.006125
32.307191,-101.754414
32.175465,-101.806604
32.323179,-101.818321
32.154543,-101.800581
32.339238,-101.930187
32.291689,-102.113215
32.274087,-102.135628
32.2588,-102.130802
32.25729,-102.121004
32.304137,-101.968729
32.26901,-102.068747
32.195022,-102.045695
32.266023,-102.063628
32.281057,-102.104806
32.297643,-102.087108
32.192454,-101.696689
32.193784,-101.724311
32.167425,-101.905718
32.387635,-102.164218
32.191644,-101.70092
32.457721,-102.186249
32.213441,-102.150683
32.164625,-101.931508
32.278019,-102.089083
32.243553,-102.140869
32.274093,-101.999034
32.264762,-102.02656
32.355858,-102.197818
32.3507,-102.205978
32.361598,-102.209533
32.287831,-102.135311
32.276931,-101.747223
32.283698,-101.97162
32.113691,-101.795969
32.11238,-101.898375
32.277216,-102.031295
32.148713,-101.793045
32.088125,-102.082336
32.326991,-101.796452
32.385588,-102.154134
32.202044,-101.889694
32.410523,-102.176611
32.416176,-102.16883
32.379275,-102.166709
32.376905,-102.156461
32.208221,-101.71041
32.160614,-101.945751
32.440575,-102.176631
32.438444,-102.172051
32.186712,-101.73913
32.308574,-102.033048
32.100423,-101.703675
32.300911,-102.026463
32.141609,-101.825703
32.140219,-101.831967
32.455591,-102.176685
32.165673,-101.807309
32.276232,-102.022136
32.248435,-102.027787
32.120368,-101.944668
32.347341,-101.892163
32.196346,-101.892893
32.183713,-101.70282
32.295548,-101.890065
32.091978,-102.003545
32.33139,-101.812701
32.227631,-101.809717
32.131846,-101.845773
32.1769,-101.801835
32.158741,-101.894224
32.215567,-101.708232
32.313848,-102.025221
32.175857,-101.918082
32.264882,-102.033946
32.228305,-101.984393
32.174111,-101.958888
32.162828,-101.811462
32.087291,-101.765015
32.219047,-101.714369
32.22614,-102.134243
32.251306,-101.718831
32.261173,-101.828845
32.260115,-102.024957
32.266961,-102.114397
32.115791,-101.897593
32.273377,-102.102482
32.276686,-102.071168
32.255303,-102.111049
32.31733,-101.909784
32.316416,-101.913968
32.123188,-101.933023
32.119546,-101.932502
32.292368,-102.12717
32.282154,-102.119522
32.278832,-102.150873
32.272546,-102.125817
32.16032,-101.721714
32.252862,-102.10538
32.274683,-102.080062
32.25967,-102.075125
32.291965,-102.075989
32.293376,-102.14204
32.249818,-102.134907
32.252509,-102.143101
32.252149,-102.124701
32.087668,-102.002181
32.08921,-101.998175
32.094001,-101.994911
32.151287,-101.891862
32.089992,-101.99381
32.135039,-101.995154
32.093119,-101.719005
32.092957,-101.999378
32.087432,-101.987872
32.142252,-101.92237
32.137679,-101.999914
32.448612,-102.174428
32.191245,-101.705203
32.181074,-101.697611
32.198465,-101.720057
32.08904,-101.96256
32.097964,-101.95972
32.302384,-102.008486
32.154152,-101.897816
32.102279,-101.95727
32.093063,-101.963809
32.135796,-101.749814
32.117513,-101.744888
32.145715,-101.968022
32.216947,-102.136941
32.451352,-102.180049
32.144632,-101.952407
32.230875,-101.726305
32.103514,-101.805333
32.149703,-101.900842
32.225165,-101.933501
32.182566,-101.969719
32.210382,-101.915942
32.203001,-101.931219
32.265689,-101.874691
32.389547,-101.771707
32.340566,-101.80924
32.21878,-101.79829
32.400119,-101.75796
32.402797,-101.767677
32.413619,-101.752771
32.319422,-101.834822
32.308258,-102.02852
32.312809,-102.027114
32.345233,-101.936696
32.320099,-101.812899
32.284215,-102.051901
32.220245,-101.922091
32.188963,-101.977878
32.325076,-101.809561
32.283546,-101.90699
32.209145,-101.938188
32.209515,-101.951847
32.25253,-101.746887
32.247134,-101.735114
32.25734,-101.743187
32.244509,-101.749358
32.338753,-102.210114
32.215672,-101.98986
32.22121,-101.950439
32.213667,-101.947965
32.414537,-102.177883
32.40415,-102.169493
32.235907,-102.053993
32.147148,-101.845555
32.351702,-102.201576
32.43332,-102.174331
32.38556,-101.757232
32.290005,-102.084696
32.282363,-102.082285
32.090924,-101.989638
32.126465,-101.892247
32.286899,-102.078813
32.305201,-101.76414
32.310316,-102.036604
32.15173,-101.793991
32.337498,-101.939174
32.098,-102.072258
32.294318,-102.118526
32.282951,-102.132887
32.273154,-102.139756
32.281571,-102.13799
32.297017,-102.12864
32.291265,-102.132062
32.094009,-102.05766
32.092934,-102.061768
32.088617,-102.064132
32.359228,-102.204354
32.253336,-102.119752
32.388527,-102.160147
32.251233,-102.12872
32.229837,-102.135421
32.239836,-102.144033
32.237614,-102.137921
32.431277,-102.183193
32.2675,-102.128652
32.290615,-102.098639
32.293301,-102.108811
32.198617,-102.046865
32.18958,-102.05282
32.191014,-102.044389
32.252162,-102.138033
32.249395,-102.137159
32.201139,-102.05212
32.196242,-102.054965
32.260855,-102.10381
32.25925,-102.112193
32.271931,-102.026974
32.277965,-102.022047
32.216434,-101.922303
32.181754,-101.711093
32.251153,-102.109404
32.267111,-102.105316
32.288043,-102.093402
32.282974,-102.096224
32.206393,-101.946073
32.202037,-101.935333
32.326854,-101.837889
32.195563,-101.947062
32.18691,-101.935499
32.240525,-101.916017
32.239097,-101.938389
32.237492,-101.929053
32.24231,-101.9394
32.327465,-101.801743
32.24672,-102.122085
32.316362,-101.829444
32.310941,-101.755663
32.263249,-101.91496
32.110537,-101.728754
32.174416,-101.921852
32.302424,-101.757392
32.254062,-102.03357
32.171984,-101.723528
32.1218,-101.740387
32.454649,-102.180827
32.386151,-102.168233
32.442337,-102.172606
32.410854,-102.168714
32.221138,-101.803352
32.222255,-101.81256
32.302924,-102.102515
32.230147,-101.944406
32.234755,-101.973199
32.231558,-101.954476
32.221005,-101.96749
32.092506,-101.77541
32.309647,-101.924518
32.256699,-102.024734
32.382669,-101.734135
32.394296,-101.737791
32.389216,-101.741264
32.38145,-101.739473
32.307297,-101.906466
32.27874,-102.046375
32.375408,-101.767887
32.229094,-101.80149
32.152768,-101.906256
32.191202,-101.98204
32.226284,-101.961478
32.20845,-101.924168
32.223146,-101.942163
32.313422,-101.756458
32.215028,-101.713123
32.139262,-101.910811
32.201844,-101.97135
32.219309,-101.958598
32.212667,-101.970548
32.170718,-101.707659
32.238041,-101.763878
32.157158,-101.734393
32.400172,-101.757977
32.151286,-101.91251
32.146243,-101.911124
32.152109,-101.908918
32.149814,-101.907848
32.280961,-102.030105
32.276298,-102.028286
32.262123,-102.029695
32.281732,-102.110064
32.439897,-102.180848
32.271423,-102.11123
32.253101,-102.023904
32.143392,-101.796352
32.124876,-101.898175
32.144159,-101.958025
32.277271,-101.754556
32.347421,-101.927765
32.087026,-102.006308
32.411205,-101.775446
32.091037,-102.0076
32.213536,-101.703188
32.108718,-101.946001
32.291126,-101.843534
32.446477,-102.183707
32.277166,-102.120761
32.4877,-102.064693
32.089498,-102.011859
32.483247,-102.063976
32.13301,-102.083548
32.453335,-101.860338
32.28246,-101.911715
32.109156,-101.715266
32.175673,-101.704785
32.096309,-101.755871
32.09646,-101.737805
32.090085,-101.748247
32.088092,-101.708642
32.241111,-101.98052
32.179358,-101.919196
32.304749,-101.768557
32.376045,-102.160642
32.169054,-101.947629
32.21263,-102.102062
32.243153,-101.921731
32.291808,-101.754576
32.212985,-102.1005
32.189593,-102.020837
32.241975,-101.926048
32.188748,-101.713276
32.276323,-101.758668
32.321565,-101.82692
32.453822,-102.17615
32.28019,-102.128228
32.320026,-101.823978
32.256848,-102.139514
32.445027,-102.208408
32.433306,-102.178759
32.269976,-101.968944
32.21444,-101.699066
32.256153,-102.071096
32.294282,-101.84458
32.273763,-101.75346
32.296618,-102.082213
32.303465,-102.086253
32.122129,-101.929243
32.44408,-102.177743
32.291863,-101.840299
32.176666,-101.922624
32.291435,-101.909563
32.283967,-101.988923
32.348902,-101.937793
32.290295,-102.008008
32.172341,-101.948693
32.115107,-101.903406
32.220233,-101.709034
32.258896,-102.063572
32.240524,-102.056924
32.309883,-101.760399
32.111288,-101.902211
32.309764,-101.978211
32.281383,-101.787253
32.330271,-102.020432
32.228635,-102.088617
32.22866,-102.088508
32.323401,-101.831705
32.268179,-102.151587
32.26816,-102.151681
32.265825,-102.131401
32.314227,-101.760211
32.089932,-101.783946
32.100126,-101.721237
32.402094,-101.749093
32.185569,-101.712372
32.1287,-101.747579
32.34118,-101.939446
32.273868,-101.967305
32.111087,-101.951956
32.39398,-101.787719
32.205474,-102.101006
32.205453,-102.1011
32.276688,-102.126503
32.23393,-101.763045
32.276692,-102.126612
32.118687,-101.929382
32.087174,-101.712739
32.301873,-102.107097
32.289705,-101.918442
32.463845,-101.863688
32.289122,-102.125816
32.33151,-102.012265
32.27564,-101.994443
32.193013,-102.097306
32.193035,-102.097212
32.104672,-101.704963
32.111382,-101.724606
32.192707,-102.099047
32.286247,-101.784172
32.208579,-101.70612
32.271724,-101.969511
32.338302,-101.934337
32.386493,-101.785316
32.089795,-101.786979
32.171706,-101.824512
32.238127,-102.063425
32.277263,-102.119586
32.119806,-101.895698
32.10658,-101.709957
32.121873,-101.949754
32.121896,-101.949661
32.096055,-101.706703
32.326665,-101.850475
32.269729,-101.997641
32.178154,-101.70997
32.328667,-102.012654
32.107781,-101.949889
32.276092,-102.113515
32.168562,-101.822725
32.398276,-101.766231
32.277664,-102.118141
32.326491,-102.015466
32.27767,-102.117803
32.276129,-102.113219
32.138117,-101.914205
32.138095,-101.914298
32.20026,-102.099899
32.337683,-101.854029
32.409096,-101.751329
32.192605,-102.099919
32.213824,-101.971198
32.10535,-101.749231
32.285561,-101.916962
32.214382,-101.967681
32.296832,-102.073005
32.116915,-101.943615
32.19295,-101.963669
32.193435,-101.961995
32.237311,-101.914978
32.326569,-101.805403
32.177326,-102.061655
32.324837,-101.930009
32.115122,-101.708181
32.108718,-101.73705
32.214532,-101.939687
32.21451,-101.939781
32.241975,-102.144047
32.242007,-102.143906
32.242039,-102.143766
32.256279,-101.748192
32.219417,-101.915098
32.219439,-101.915005
32.226805,-101.814021
32.271912,-101.998339
32.284916,-102.137173
32.174515,-102.066384
32.281752,-101.782695
32.279024,-101.977823
32.110466,-101.956812
32.195937,-101.970319
32.239745,-102.125983
32.245451,-101.745007
32.181888,-101.706722
32.13199,-101.957885
32.21324,-101.941549
32.213243,-101.94166
32.193857,-101.954394
32.193943,-101.954289
32.194029,-101.954184
32.326476,-102.015529
32.330934,-102.017593
32.201043,-101.694276
32.330923,-101.848067
32.11805,-101.695266
32.172843,-102.065974
32.221576,-101.938333
32.266717,-102.151076
32.266749,-102.150935
32.266781,-102.150795
32.097724,-101.716017
32.328693,-101.84163
32.239149,-101.706092
32.185729,-101.729924
32.263219,-101.992136
32.120469,-101.958863
32.285209,-101.788913
32.212396,-101.948804
32.212461,-101.948523
32.118888,-102.097033
32.212428,-101.948663
32.216788,-101.961283
32.216669,-101.961244
32.103588,-101.72079
32.258755,-101.967475
32.268161,-101.961283
32.216549,-101.961205
32.125659,-101.911569
32.201476,-101.966657
32.300061,-101.867866
32.276271,-102.124047
32.27625,-102.12414
32.515182,-101.92488
32.305579,-101.87904
32.243009,-102.139926
32.243088,-102.139951
32.243168,-102.139976
32.242929,-102.139901
32.214019,-102.115216
32.213047,-101.914839
32.185858,-102.066136
32.11192,-101.947135
32.197944,-101.94779
32.205115,-101.975471
32.249128,-101.927638
32.205082,-101.975611
32.29344,-102.033353
32.174513,-101.726519
32.210598,-101.948019
32.210631,-101.947879
32.210664,-101.947739
32.454541,-101.820181
32.326998,-102.022402
32.285869,-101.912156
32.203489,-101.982354
32.203522,-101.982214
32.196366,-101.954583
32.196333,-101.954723
32.1963,-101.954863
32.108991,-101.781219
32.117564,-101.949881
32.242828,-102.117084
32.240667,-102.126363
32.446476,-101.822626
32.204451,-102.008251
32.180212,-102.054317
32.180286,-102.054005
32.17871,-102.056848
32.204429,-102.008344
32.180709,-102.071976
32.180635,-102.072288
32.244293,-101.858723
32.181711,-102.076606
32.181767,-102.076373
32.214334,-101.931968
32.214322,-101.931827
32.214353,-101.931686
32.213997,-101.969443
32.091314,-101.727888
32.126216,-101.958409
32.271001,-101.979664
32.49404,-101.864453
32.254636,-101.737426
32.203555,-101.982074
32.184915,-102.132458
32.184935,-102.132364
32.184955,-102.13227
32.184976,-102.132176
32.442801,-101.839248
32.191205,-101.997692
32.201264,-101.901269
32.201297,-101.901129
32.20133,-101.900989
32.194871,-101.964442
32.19511,-101.964517
32.206765,-101.975301
32.206798,-101.975161
32.206831,-101.97502
32.175919,-102.062918
32.227062,-101.927361
32.227016,-101.927226
32.204498,-101.984623
32.20452,-101.984529
32.212843,-101.938473
32.270809,-102.140069
32.270841,-102.139928
32.213523,-101.95103
32.213535,-101.950885
32.213547,-101.950741
32.218519,-101.918447
32.269985,-102.14375
32.270021,-102.143454
32.270016,-102.143458
32.270078,-102.151672
32.270111,-102.151531
32.27014,-102.151392
32.197436,-101.952975
32.197468,-101.952834
32.197501,-101.952694
32.276547,-102.110289
32.276552,-102.110133
32.276584,-102.109992
32.273852,-102.116131
32.273883,-102.115986
32.273914,-102.115846
32.269266,-102.146932
32.269235,-102.147072
32.269298,-102.146791
32.272143,-102.13368
32.272173,-102.133538
32.272202,-102.133397
32.19389,-101.9598
32.193922,-101.959659
32.193956,-101.959519
32.202112,-101.983862
32.201874,-101.983407
32.201755,-101.983369
32.215696,-101.925279
32.21439,-101.965203
32.214428,-101.964915
32.192124,-101.953682
32.192176,-101.953551
32.132881,-101.961464
32.132914,-101.961324
32.132948,-101.961184
32.135434,-101.951548
32.135412,-101.951641
32.135456,-101.951454
32.135478,-101.951361
32.204802,-101.982402
32.204835,-101.982262
32.112395,-101.961996
32.112397,-101.961851
32.112399,-101.961706
32.28044,-102.102689
32.280472,-102.102548
32.280503,-102.102407
32.271774,-102.135795
32.271804,-102.135654
32.271835,-102.135513
32.208426,-101.975514
32.208459,-101.975374
32.204986,-101.982537
32.211149,-101.940494
32.211033,-101.940443
32.21052,-101.950637
32.210563,-101.950351
32.210542,-101.950494
32.195684,-101.962138
32.205,-101.973549
32.205033,-101.973409
32.205066,-101.973268
32.215707,-101.940721
32.211227,-101.940527
32.192804,-102.102848
32.192838,-102.102708
32.192988,-102.102987
32.191103,-102.111013
32.191135,-102.110873
32.19105,-102.110313
32.22119,-101.914587
32.281445,-102.095189
32.281476,-102.095049
32.281508,-102.094908
32.273979,-102.125761
32.274011,-102.12562
32.274042,-102.12548
32.259872,-102.081282
32.259904,-102.081141
32.259936,-102.081
32.217985,-101.933529
32.218073,-101.933426
32.218161,-101.933324
32.21574,-101.940581
32.215772,-101.940441
32.195637,-101.962324
32.195661,-101.96223
32.195589,-101.96163
32.219285,-101.92363
32.219376,-101.923532
32.219468,-101.923434
32.250153,-101.973581
32.192782,-102.102942
32.192797,-102.102879
32.111924,-101.962263
32.111926,-101.962166
32.111927,-101.962069
32.111928,-101.961972
32.242278,-101.72559
32.243252,-101.721224
32.26146,-101.965883
32.261483,-101.965825
32.261506,-101.965766
32.261554,-101.965724
32.261552,-101.965648
32.257685,-101.98242
32.2577,-101.982358
32.25783,-101.982711
32.257729,-101.982233
32.25786,-101.982587
32.259181,-101.947508
32.259195,-101.947446
32.25921,-101.947384
32.259224,-101.947321
32.259239,-101.947259
32.187893,-102.118493
32.187908,-102.118431
32.187922,-102.118368
32.26358,-101.983205
32.206506,-101.935301
32.283996,-102.086035
32.28401,-102.085972
32.284024,-102.08591
32.221242,-101.91528
32.221275,-101.91514
32.410157,-102.172964
32.190693,-102.11022
32.190623,-102.110996
32.190655,-102.110855
32.249467,-101.910044
32.269428,-101.974728
32.28985,-101.963594
32.215683,-102.12077
32.213446,-101.915126
32.286722,-102.080979
32.286736,-102.080916
32.28675,-102.080854
32.260939,-101.939683
32.260838,-101.939205
32.260968,-101.939559
32.188692,-102.118672
32.188706,-102.118609
32.21851,-101.935294
32.218525,-101.935231
32.218539,-101.935169
32.188677,-102.118734
32.258371,-101.974879
32.258386,-101.974817
32.2584,-101.974755
32.24768,-101.930066
32.286347,-102.071986
32.286333,-102.072049
32.286361,-102.071924
32.287271,-102.069647
32.287303,-102.069507
32.287335,-102.069366
32.294633,-101.893133
32.176232,-101.723068
32.291249,-101.892425
32.401806,-102.170254
32.401838,-102.170113
32.40187,-102.169972
32.403206,-102.163235
32.403327,-102.163601
32.403234,-102.163109
32.238695,-101.903872
32.238709,-101.90381
32.238726,-101.903747
32.238738,-101.903685
32.238752,-101.903622
32.25853,-101.975108
32.258429,-101.974629
32.226089,-101.909378
32.22625,-101.909732
32.226268,-101.909654
32.226144,-101.909145
32.226163,-101.909067
32.24026,-101.895769
32.240392,-101.896121
32.240289,-101.895644
32.240421,-101.895996
32.240435,-101.895933
32.190837,-101.946551
32.271449,-101.961133
32.271438,-101.961054
32.271452,-101.960992
32.271492,-101.960946
32.271481,-101.960867
32.219032,-101.923292
32.219191,-101.923663
32.219232,-101.92362
32.186419,-101.727453
32.176802,-101.716553
32.186482,-101.727172
32.176695,-101.716042
32.176855,-101.716363
32.176892,-101.716276
32.18645,-101.727313
32.257438,-102.075676
32.257496,-102.075551
32.257528,-102.07541
32.259298,-102.066945
32.259319,-102.066851
32.259341,-102.066757
32.259362,-102.066664
32.286764,-102.080792
32.286778,-102.080728
32.286792,-102.080666
32.242366,-102.142941
32.242353,-102.142863
32.242367,-102.1428
32.27812,-102.124661
32.278151,-102.12452
32.278183,-102.124379
32.246957,-101.885201
32.247003,-101.885125
32.247022,-101.88492
32.273485,-102.138315
32.273517,-102.138174
32.273549,-102.138033
32.247279,-101.890181
32.247322,-101.889994
32.247276,-101.890071
32.264915,-102.102235
32.27178,-102.14595
32.271716,-102.146231
32.271748,-102.146091
32.247046,-101.884937
32.247024,-101.885031
32.249052,-101.880188
32.24903,-101.880282
32.249073,-101.880094
32.25333,-101.998102
32.253363,-101.997962
32.253396,-101.997822
32.255028,-101.99046
32.25506,-101.99032
32.255093,-101.990179
32.255248,-101.995379
32.25527,-101.995286
32.255292,-101.995192
32.255314,-101.995098
32.275645,-102.116397
32.275659,-102.116334
32.275673,-102.116272
32.198722,-101.705651
32.198736,-101.705589
32.19875,-101.705526
32.198764,-101.705463
32.193576,-101.713205
32.193607,-101.713064
32.193639,-101.712924
32.257579,-101.983059
32.257568,-101.98298
32.257583,-101.982917
32.258474,-101.978603
32.258488,-101.978541
32.258503,-101.978479
32.258517,-101.978417
32.258283,-101.975314
32.258297,-101.975251
32.258312,-101.975189
32.22836,-101.714559
32.228402,-101.714371
32.228381,-101.714465
32.228423,-101.714277
32.282949,-102.093084
32.28298,-102.092944
32.283012,-102.092803
32.28582,-102.076776
32.285852,-102.076635
32.287042,-102.077161
32.287073,-102.077021
32.287105,-102.07688
32.221893,-101.916091
32.22189,-101.91598
32.221912,-101.915887
32.221934,-101.915793
32.221956,-101.9157
32.220729,-101.915704
32.220751,-101.91561
32.220773,-101.915517
32.220795,-101.915423
32.201697,-101.982361
32.201719,-101.982267
32.201741,-101.982174
32.201763,-101.98208
32.200662,-101.697142
32.200695,-101.697002
32.200728,-101.696861
32.162713,-101.898408
32.162736,-101.898314
32.162758,-101.898221
32.16278,-101.898128
32.162802,-101.898034
32.087472,-101.810232
31.98332,-101.91807
31.976564,-101.810103
31.959436,-101.805421
31.956584,-101.817841
31.957509,-101.813723
31.958451,-101.809522
31.9631,-101.8065
31.914758,-101.803733
31.922334,-101.802679
31.928404,-101.808893
31.93364,-101.801689
31.93019,-101.80064
31.820962,-101.866967
31.81993,-101.871056
31.817786,-101.865893
31.816634,-101.870017
31.925286,-101.807678
31.921355,-101.806489
31.918358,-101.805204
31.652401,-101.795545
31.656305,-101.796496
31.70156,-101.780335
31.705967,-101.777373
31.665593,-101.804405
31.669275,-101.805558
31.670132,-101.801452
31.794555,-101.78372
31.795586,-101.779527
31.790874,-101.782566
31.787787,-101.781487
31.784204,-101.780551
31.781828,-101.806177
31.780937,-101.810149
31.772928,-101.812101
31.769283,-101.810949
31.655363,-101.800875
31.730863,-101.816203
31.732668,-101.807981
31.73357,-101.803857
31.801156,-101.821112
31.763059,-101.822076
31.800302,-101.824937
31.802858,-101.812867
31.757045,-101.864136
31.74918,-101.868433
31.822261,-101.894292
31.831243,-101.887995
31.799585,-101.878233
31.792621,-101.876059
31.775027,-101.870103
31.775491,-101.888711
31.784263,-101.891408
31.762443,-101.875062
31.755763,-101.87004
31.741575,-101.876248
31.769427,-101.877343
31.738849,-101.814367
31.653461,-101.808959
31.656748,-101.810681
31.761631,-101.861334
31.682933,-101.778895
31.67969,-101.777992
31.668627,-101.79191
31.661023,-101.789772
31.665692,-101.810716
31.787788,-101.840741
31.781794,-101.902051
31.772852,-101.900296
31.653131,-101.826575
32.043599,-101.992747
31.744515,-101.89591
31.71792,-101.904946
31.722929,-101.91618
31.733859,-101.90106
31.715919,-101.913284
31.702215,-101.909334
31.69954,-101.789041
31.710937,-101.902761
31.722357,-101.804683
31.655881,-101.81428
31.666513,-101.817678
31.719851,-101.799047
31.948832,-101.832444
31.758153,-101.811643
31.768387,-101.832612
31.673848,-101.802462
31.747774,-101.808045
31.767179,-101.836318
31.754542,-101.81052
31.751158,-101.809303
31.938245,-101.847585
31.730383,-101.802667
31.745188,-101.87029
31.740137,-101.858446
31.747077,-101.861146
31.910391,-101.838599
31.919259,-101.832683
31.795016,-101.832118
31.794723,-101.808147
31.793039,-101.815985
31.785787,-101.81385
31.729404,-101.806916
31.726897,-101.801557
31.725855,-101.805871
31.788005,-101.805824
31.749099,-101.852795
31.742286,-101.850068
31.815213,-101.825692
31.806342,-101.848712
31.817676,-101.831018
31.806476,-101.814081
31.69047,-101.782289
31.68184,-101.783227
31.810713,-101.84596
31.748642,-101.879115
31.994866,-101.932149
31.896817,-101.945652
31.963234,-101.841732
31.969712,-101.830455
31.966734,-101.842894
31.965337,-101.833208
31.949847,-101.850624
31.973999,-101.836854
31.987605,-101.831806
31.964228,-101.837545
31.958168,-101.831303
31.957905,-101.848805
31.986908,-101.818499
31.986122,-101.87155
31.978172,-101.869101
31.963567,-101.869994
31.999878,-101.924788
31.956623,-101.821711
31.950819,-101.846595
31.951844,-101.842489
31.897288,-101.927554
31.889181,-101.929919
31.961864,-101.90845
32.003178,-101.943869
31.820577,-101.885513
31.702513,-101.873739
31.838453,-101.872848
