latitude_surface_hole,longitude_surface_hole
31.719964,-101.760089
31.705545,-101.727767
31.69561,-101.676571
31.665502,-101.627648
31.661827,-101.626409
31.671399,-101.592215
31.716392,-101.682742
31.724644,-101.687369
31.71942,-101.677088
31.702336,-101.759104
31.684687,-101.770715
31.697256,-101.766374
31.70056,-101.767509
31.69766,-101.772881
31.653106,-101.632633
31.655057,-101.624058
31.660355,-101.709586
31.658237,-101.717775
31.744711,-101.754744
31.748201,-101.755463
31.744621,-101.643202
31.713688,-101.725974
31.710209,-101.720569
31.716169,-101.731214
31.710691,-101.714138
31.710916,-101.73451
31.712619,-101.709568
31.719157,-101.670663
31.724663,-101.663755
31.732778,-101.657603
31.670888,-101.766227
31.723168,-101.654191
31.669558,-101.69013
31.674186,-101.681705
31.657275,-101.739664
31.800785,-101.772389
31.684149,-101.67726
31.663245,-101.728873
31.668987,-101.62865
31.668129,-101.632719
31.67604,-101.630812
31.670822,-101.62047
31.686031,-101.669091
31.683437,-101.664078
31.677567,-101.768564
31.667056,-101.765286
31.703567,-101.688446
31.712054,-101.699321
31.699825,-101.691092
31.704247,-101.688201
31.716661,-101.696276
31.711158,-101.690346
31.823588,-101.771229
31.818516,-101.760692
31.667305,-101.619757
31.663091,-101.764114
31.652541,-101.760733
31.65603,-101.76183
31.659531,-101.763032
31.683734,-101.774802
31.693806,-101.684857
31.689295,-101.687421
31.696322,-101.689943
31.687206,-101.695804
31.736331,-101.741644
31.731521,-101.744506
31.732249,-101.727386
31.723546,-101.700234
31.678159,-101.671138
31.698762,-101.775068
31.657809,-101.660033
31.666256,-101.671876
31.652109,-101.667448
31.651646,-101.684909
31.671713,-101.664827
31.683232,-101.681344
31.670446,-101.699871
31.677668,-101.688348
31.671396,-101.709439
31.676763,-101.702162
31.684805,-101.735517
31.698007,-101.744475
31.699458,-101.708651
31.694574,-101.743306
31.706573,-101.710786
31.678801,-101.711849
31.691111,-101.742163
31.704565,-101.71911
31.687528,-101.740905
31.697554,-101.716886
31.698905,-101.740406
31.695404,-101.739195
31.692056,-101.738109
31.688322,-101.736931
31.699848,-101.736267
31.683114,-101.744057
31.692925,-101.733975
31.69479,-101.725742
31.676185,-101.737259
31.702068,-101.72781
31.685744,-101.714064
31.658114,-101.642954
31.651817,-101.640444
31.656269,-101.65124
31.705015,-101.764227
31.703296,-101.772255
31.709302,-101.761501
31.708581,-101.765127
31.706644,-101.77369
31.670064,-101.716805
31.692529,-101.70661
31.675563,-101.726956
31.693978,-101.747368
31.663173,-101.714668
31.677247,-101.71878
31.692961,-101.751955
31.689512,-101.750122
31.690383,-101.746268
31.685913,-101.749112
31.653392,-101.75683
31.695467,-101.757034
31.657836,-101.753671
31.694584,-101.761036
31.661774,-101.754738
31.665366,-101.755623
31.690223,-101.763938
31.668585,-101.757278
31.659027,-101.749055
31.691037,-101.759918
31.680322,-101.756135
31.662512,-101.75015
31.692155,-101.755844
31.6768,-101.755077
31.666058,-101.751477
31.688336,-101.754454
31.654536,-101.752802
31.68743,-101.758501
31.669537,-101.7532
31.655448,-101.747737
31.686673,-101.762685
31.681248,-101.752107
31.6564,-101.743883
31.677657,-101.750747
31.659906,-101.744984
31.663476,-101.746228
31.684778,-101.753271
31.666881,-101.747399
31.682106,-101.765453
31.685994,-101.766708
31.675031,-101.763317
31.68924,-101.767997
31.656931,-101.757779
31.692849,-101.769072
31.66582,-101.689396
31.657205,-101.677721
31.64961,-101.68925
31.705832,-101.76013
31.696375,-101.752853
31.704109,-101.768385
31.697406,-101.748501
31.693636,-101.764993
31.653718,-101.738573
31.653291,-101.747823
31.664762,-101.693205
31.701378,-101.700537
31.702686,-101.678934
31.703214,-101.674728
31.701418,-101.68262
31.710303,-101.676423
31.674012,-101.638906
31.685049,-101.62382
31.69568,-101.658895
31.693316,-101.653596
31.658246,-101.704252
31.655746,-101.699497
31.662735,-101.701393
31.841508,-101.758275
31.844863,-101.759449
31.842446,-101.754297
31.694378,-101.698004
31.754457,-101.721643
31.72353,-101.693916
31.704378,-101.646123
31.718983,-101.615418
31.706036,-101.637768
31.691033,-101.639752
31.654656,-101.773339
32.021739,-101.773665
31.92469,-101.72782
31.715328,-101.631746
31.722186,-101.634044
31.716747,-101.623846
31.72412,-101.62587
31.718229,-101.617617
31.725876,-101.617774
31.984793,-101.770894
31.720907,-101.607193
31.695808,-101.616991
31.694214,-101.625859
31.991549,-101.774467
31.97811,-101.769213
31.718049,-101.661458
31.708433,-101.654101
31.726768,-101.677407
31.674581,-101.745492
31.72926,-101.660778
31.654048,-101.763265
31.677322,-101.74307
31.656608,-101.774884
31.757179,-101.749949
31.750463,-101.744568
31.660944,-101.648031
31.679312,-101.693089
31.678457,-101.728077
31.6526,-101.638137
31.652268,-101.645233
31.669078,-101.662055
31.83733,-101.77527
31.674307,-101.731869
31.65247,-101.649324
31.911003,-101.730158
31.675062,-101.700821
31.686422,-101.726586
31.652677,-101.663093
31.654236,-101.675215
31.69659,-101.712152
31.702428,-101.713859
31.696506,-101.703094
31.700931,-101.732228
31.70054,-101.72327
31.691613,-101.727577
31.678677,-101.718372
31.704333,-101.706515
31.724717,-101.679467
31.690274,-101.755456
31.662368,-101.767174
31.731216,-101.668181
31.700107,-101.704593
31.851637,-101.748795
31.678481,-101.746868
31.697382,-101.717785
31.830232,-101.741972
31.846391,-101.753483
31.695137,-101.628471
31.734853,-101.764187
31.701792,-101.71823
31.793615,-101.777695
31.792932,-101.756545
31.709113,-101.632551
31.704511,-101.62187
31.824868,-101.76425
31.821571,-101.766357
31.819648,-101.769284
31.692087,-101.73909
31.697065,-101.748393
31.686228,-101.749433
31.691679,-101.738001
31.690126,-101.74639
32.033495,-101.700572
31.6823,-101.748058
31.712961,-101.704372
31.65766,-101.691978
31.659609,-101.695895
31.729136,-101.724274
31.656213,-101.700466
31.682764,-101.634335
31.675055,-101.710745
31.670645,-101.713641
31.830235,-101.774406
31.719436,-101.713756
31.717267,-101.721178
31.703182,-101.644553
31.720184,-101.728055
31.795161,-101.764108
32.013905,-101.743143
31.818102,-101.747006
31.685294,-101.732018
31.69712,-101.698966
31.670054,-101.703704
31.68117,-101.67204
31.652432,-101.711442
31.654367,-101.720711
31.686153,-101.717441
31.690832,-101.710575
31.670636,-101.668677
31.663555,-101.666473
31.667963,-101.694222
31.682317,-101.698658
31.714649,-101.673541
31.681258,-101.685315
31.692554,-101.719067
31.662359,-101.718832
31.668808,-101.72522
31.667752,-101.712092
31.705507,-101.666281
31.722061,-101.659094
31.723566,-101.667996
31.680623,-101.737676
31.718656,-101.687968
31.718157,-101.674637
31.723744,-101.684682
31.680613,-101.658511
31.710029,-101.724926
31.657549,-101.629614
31.652172,-101.636736
31.665219,-101.699984
31.708032,-101.733262
31.661728,-101.736765
31.665455,-101.698929
31.71667,-101.665381
31.724214,-101.650242
31.680915,-101.720211
31.727722,-101.682008
31.709983,-101.663301
31.707065,-101.675561
31.68745,-101.647402
31.655007,-101.655019
31.687638,-101.616587
31.691135,-101.613969
31.673157,-101.673817
31.715267,-101.65597
31.710779,-101.658988
31.662013,-101.657167
31.693048,-101.605618
31.689395,-101.700832
31.696556,-101.733863
31.656038,-101.682087
31.660064,-101.665416
31.652404,-101.6192
31.672038,-101.598646
31.665521,-101.658267
31.665941,-101.592318
31.663372,-101.58714
31.676665,-101.674914
31.655671,-101.637814
31.655359,-101.716638
31.659272,-101.621263
31.656168,-101.726666
31.661229,-101.675019
31.692704,-101.671012
31.707075,-101.737144
31.720762,-101.679409
31.725622,-101.659923
31.732694,-101.662234
31.698531,-101.725652
31.666262,-101.702521
31.706522,-101.723766
31.68331,-101.694572
31.720303,-101.666393
31.711005,-101.672041
31.672604,-101.660425
31.667293,-101.676831
31.671926,-101.726183
31.687967,-101.722388
31.711884,-101.685768
31.662204,-101.688043
31.666826,-101.715857
31.669452,-101.641839
31.661365,-101.722891
31.667479,-101.650072
31.673318,-101.704699
31.667471,-101.729183
31.679967,-101.707702
31.66853,-101.597565
31.670054,-101.73438
31.673884,-101.718035
31.662163,-101.608763
31.659597,-101.603585
31.678801,-101.697554
31.671748,-101.695376
31.672587,-101.739811
31.704839,-101.683593
31.706964,-101.706255
31.695967,-101.720472
31.685995,-101.730569
31.715919,-101.700343
31.678373,-101.715035
31.65766,-101.612013
31.684693,-101.672987
31.690244,-101.69674
31.666646,-101.605757
31.665573,-101.737636
31.725951,-101.655189
31.692371,-101.688536
31.676273,-101.692387
31.673666,-101.585569
31.672305,-101.581115
31.658515,-101.735444
31.700784,-101.669117
31.725956,-101.690358
31.678701,-101.622769
31.688623,-101.656592
31.682351,-101.619505
31.676415,-101.723191
31.681537,-101.733572
31.677987,-101.732463
31.669079,-101.738722
31.689646,-101.604071
31.659485,-101.651994
31.675257,-101.617335
31.671746,-101.616274
31.745674,-101.639223
31.742175,-101.638103
31.669918,-101.687304
31.707715,-101.640357
31.672729,-101.691293
31.692918,-101.701928
31.675684,-101.678984
31.672176,-101.677901
31.68927,-101.713706
31.707444,-101.751939
31.704315,-101.750972
31.679645,-101.742003
31.673559,-101.735472
31.700576,-101.63818
31.705805,-101.648829
31.721479,-101.6933
31.72399,-101.698531
31.657295,-101.708542
31.661056,-101.772767
31.671315,-101.762172
31.67992,-101.724285
31.664309,-101.759959
31.705219,-101.74535
31.66871,-101.708069
31.675293,-101.696471
31.680207,-101.67599
31.70455,-101.731966
31.653554,-101.770462
31.709033,-101.729002
31.684184,-101.738578
31.677179,-101.609002
31.713879,-101.677561
31.680751,-101.610105
31.683321,-101.615283
31.690337,-101.617447
31.654707,-101.70334
31.656677,-101.69517
31.721003,-101.710827
31.714542,-101.721997
31.697539,-101.72978
31.658482,-101.673676
31.659799,-101.682117
31.712301,-101.730087
31.661774,-101.705521
31.693992,-101.728672
31.663749,-101.697296
31.6895,-101.731663
31.714151,-101.739368
31.655575,-101.668407
31.66947,-101.770378
31.67652,-101.772603
31.668564,-101.774403
31.654152,-101.689945
31.652088,-101.698601
31.661224,-101.692129
31.66024,-101.696212
31.687371,-101.70928
31.721294,-101.662251
31.722817,-101.671623
31.664299,-101.710688
31.669401,-101.721005
31.687306,-101.630086
31.684007,-101.708906
31.686272,-101.634312
31.652663,-101.725571
31.656363,-101.633416
31.658294,-101.625349
31.681142,-101.769009
31.695423,-101.707077
31.667588,-101.601663
31.693442,-101.715302
31.662611,-101.590462
31.685862,-101.62058
31.668286,-101.681131
31.669657,-101.672748
31.665943,-101.640758
31.737936,-101.765338
31.688432,-101.62575
31.670743,-101.748017
31.717865,-101.709811
31.65341,-101.645736
31.718036,-101.723144
31.681582,-101.65442
31.685817,-101.699721
31.658927,-101.638594
31.715622,-101.686493
31.658505,-101.656078
31.732227,-101.665354
31.651455,-101.653906
31.664993,-101.649306
31.719498,-101.701531
31.722969,-101.702657
31.666209,-101.769309
31.656955,-101.64683
31.654405,-101.641589
31.651532,-101.764711
31.651789,-101.715534
31.659786,-101.713854
31.676537,-101.644022
31.671054,-101.651175
31.674562,-101.652256
31.659128,-101.766971
31.655034,-101.76582
31.653009,-101.681542
31.65473,-101.672187
31.668115,-101.663428
31.656535,-101.664303
31.676826,-101.705782
31.678385,-101.764418
31.70311,-101.722692
31.663185,-101.683959
31.673017,-101.771498
31.664258,-101.596482
31.674865,-101.713952
31.680762,-101.689387
31.699113,-101.712673
31.704986,-101.71448
31.728725,-101.677925
31.710625,-101.738253
31.678245,-101.684215
31.702412,-101.709579
31.68249,-101.729474
31.685584,-101.728247
31.660669,-101.595129
31.673666,-101.607921
31.705843,-101.67953
31.708781,-101.667195
31.706256,-101.662028
31.665049,-101.676201
31.684459,-101.721302
31.667121,-101.667567
31.681881,-101.716119
31.661457,-101.643761
31.662263,-101.670621
31.661035,-101.661245
31.655132,-101.685862
31.660613,-101.67872
31.653741,-101.707436
31.657879,-101.721818
31.715533,-101.718232
31.684074,-101.628305
31.691513,-101.723496
31.66586,-101.719914
31.681348,-101.702744
31.654433,-101.659211
31.671209,-101.682006
31.673729,-101.687233
31.720019,-101.714913
31.654438,-101.628654
31.854301,-101.736712
31.843655,-101.750639
31.712677,-101.71707
31.711235,-101.707232
31.711406,-101.721847
31.709129,-101.71745
31.669104,-101.659366
32.012983,-101.772958
31.727316,-101.620406
31.697267,-101.619635
31.655636,-101.620711
31.659394,-101.699736
31.671547,-101.585641
31.675825,-101.58291
31.693702,-101.666947
31.993156,-101.775609
32.017447,-101.769941
32.013942,-101.76884
32.023946,-101.771948
32.028107,-101.77329
32.015801,-101.760609
32.04415,-101.769514
31.792826,-101.774509
32.045974,-101.761419
32.017486,-101.752996
31.98657,-101.774456
31.68774,-101.612261
32.052463,-101.763461
32.05111,-101.771748
32.046417,-101.774692
31.733258,-101.723344
32.018394,-101.76583
32.024781,-101.754776
32.020184,-101.757746
32.025552,-101.768078
31.702284,-101.647688
31.697198,-101.63695
31.732494,-101.74037
31.731301,-101.73152
31.722116,-101.737098
31.984529,-101.764076
31.996272,-101.763292
32.035263,-101.775538
32.008668,-101.757992
32.010581,-101.750328
32.003483,-101.748112
32.052105,-101.749897
32.02998,-101.765061
32.031666,-101.756565
32.032562,-101.770281
32.038964,-101.75922
32.021386,-101.718634
32.033638,-101.748733
32.062727,-101.77109
32.009243,-101.705837
31.97924,-101.687505
31.986183,-101.725086
32.056594,-101.730783
32.038298,-101.707945
31.696954,-101.588717
31.699355,-101.593525
32.037183,-101.767123
32.054816,-101.772864
32.043222,-101.773631
32.055386,-101.76878
32.034375,-101.762189
32.027238,-101.759586
31.716107,-101.745984
32.012497,-101.724609
32.002275,-101.70364
32.054989,-101.737925
31.972245,-101.68529
32.029079,-101.769199
32.02297,-101.762859
32.056845,-101.747338
32.046902,-101.7573
32.054078,-101.759551
32.044308,-101.752155
32.052155,-101.70173
32.050408,-101.7584
32.057314,-101.760077
32.072118,-101.712111
31.815489,-101.74193
31.689401,-101.621595
31.687768,-101.612268
31.691694,-101.608769
32.052402,-101.73274
32.019522,-101.72685
31.984402,-101.732623
32.002781,-101.734773
32.065565,-101.723662
32.053089,-101.697613
31.991865,-101.665064
31.975573,-101.668711
31.904752,-101.700308
31.84894,-101.681682
31.892719,-101.735304
32.030172,-101.712472
32.066673,-101.737223
31.979707,-101.6524
31.909887,-101.75863
32.017018,-101.739329
32.000623,-101.694283
32.059642,-101.734999
32.057858,-101.725267
32.079544,-101.763101
31.996079,-101.679596
31.988133,-101.681517
32.018382,-101.748001
31.689034,-101.614863
32.07887,-101.749824
32.074235,-101.770313
32.006119,-101.656325
32.031456,-101.690786
32.00309,-101.668611
32.036222,-101.687846
32.009312,-101.719802
31.894046,-101.713707
32.020321,-101.740318
31.880617,-101.722675
31.969613,-101.711014
32.025704,-101.750657
31.990892,-101.704039
31.876896,-101.707416
32.081254,-101.772511
32.081027,-101.75489
31.994215,-101.687847
32.046083,-101.690364
31.920868,-101.744899
32.025402,-101.684461
31.863968,-101.72687
31.988927,-101.759425
32.049444,-101.762674
32.008846,-101.740968
31.914863,-101.755806
31.953056,-101.698858
32.009438,-101.644139
32.036221,-101.753951
31.968024,-101.701576
31.922735,-101.753859
32.082389,-101.761175
32.086248,-101.71686
31.874791,-101.721493
32.007172,-101.732022
31.979249,-101.70515
32.021119,-101.771107
31.934283,-101.748939
31.977172,-101.664241
32.032325,-101.739021
32.084844,-101.690024
31.948884,-101.686735
31.946395,-101.602608
32.015366,-101.729977
31.940064,-101.745029
31.91509,-101.737202
32.061158,-101.743912
32.035767,-101.718624
31.841799,-101.692625
31.89469,-101.695306
31.912465,-101.745767
31.981106,-101.679278
31.988567,-101.650817
32.078663,-101.76734
31.86179,-101.704367
31.889569,-101.716699
32.04402,-101.703569
31.783557,-101.607248
32.006043,-101.753311
32.003075,-101.681815
32.081542,-101.706611
31.977779,-101.712971
31.97737,-101.695729
31.856083,-101.714885
31.956923,-101.703225
32.071836,-101.747617
32.004991,-101.642719
32.067383,-101.719819
31.870298,-101.719706
32.056764,-101.712086
31.902033,-101.711823
31.888186,-101.675711
31.974833,-101.690532
32.025576,-101.733147
31.895113,-101.722847
31.847954,-101.685772
32.042156,-101.697952
32.013173,-101.75555
32.079475,-101.697155
31.990437,-101.740283
31.912522,-101.683542
31.948158,-101.593286
32.007583,-101.696521
31.969547,-101.697095
31.972231,-101.680876
32.015021,-101.680534
31.897389,-101.714925
31.964514,-101.714451
31.920499,-101.700776
31.848649,-101.698542
32.028296,-101.702535
31.993255,-101.727226
31.975621,-101.735632
32.067639,-101.763734
32.066379,-101.771935
31.936562,-101.705424
31.908491,-101.700266
31.999931,-101.654394
31.768305,-101.613831
31.910366,-101.740763
31.88465,-101.737412
32.017299,-101.686954
32.07348,-101.756948
31.825483,-101.70075
31.94801,-101.709221
31.877623,-101.690042
32.00038,-101.663345
31.981683,-101.728068
32.001018,-101.676757
32.080019,-101.715939
32.051469,-101.736845
31.870484,-101.701873
32.05187,-101.691477
32.084412,-101.755542
31.886294,-101.728525
31.742938,-101.758901
32.055831,-101.716202
31.866578,-101.718244
31.864082,-101.694806
32.066705,-101.755409
31.992721,-101.762364
31.88912,-101.685656
31.883731,-101.709564
32.03177,-101.690868
32.058711,-101.739106
32.032721,-101.686722
32.080827,-101.723808
31.993349,-101.656115
32.07838,-101.682974
32.023479,-101.692751
31.974564,-101.708068
32.054407,-101.707478
31.942035,-101.697781
32.043107,-101.695865
31.747398,-101.760634
32.000821,-101.74348
31.891067,-101.708062
32.042548,-101.759716
32.01679,-101.721585
31.953227,-101.590587
31.843263,-101.688888
31.865167,-101.7083
31.733411,-101.768083
32.03152,-101.708459
32.039406,-101.772472
31.97267,-101.716393
31.998534,-101.671577
31.907463,-101.735476
32.023004,-101.727936
32.012969,-101.689423
31.940318,-101.70614
32.001754,-101.64137
31.901209,-101.716063
32.03754,-101.693516
31.868531,-101.710062
32.063792,-101.718697
32.011666,-101.728255
31.900522,-101.702281
32.035307,-101.691836
31.926065,-101.741289
31.970581,-101.706798
31.87262,-101.693517
31.918357,-101.738863
31.898161,-101.728212
31.892542,-101.717637
31.892487,-101.704407
31.946987,-101.694959
31.862295,-101.717537
31.860548,-101.711952
31.873011,-101.707072
32.019974,-101.691646
31.862957,-101.699498
32.04914,-101.744927
31.998701,-101.637008
32.012171,-101.631785
32.009862,-101.639864
31.869601,-101.723668
31.995347,-101.66615
31.968668,-101.715123
32.000074,-101.680481
31.894086,-101.731332
31.913873,-101.741854
32.010493,-101.714518
32.028535,-101.756501
32.026756,-101.76407
31.88159,-101.718578
32.03612,-101.701771
32.001468,-101.688982
32.058794,-101.72115
32.080713,-101.741558
31.995288,-101.76739
32.059276,-101.752809
32.057777,-101.743221
31.891561,-101.677434
31.865716,-101.703927
31.945398,-101.685639
32.074103,-101.704304
32.004725,-101.629389
32.006357,-101.638758
32.009195,-101.626404
31.916036,-101.747366
31.858431,-101.706689
31.999176,-101.698232
31.824486,-101.704836
32.035368,-101.757758
32.071935,-101.698599
32.026787,-101.740525
32.038476,-101.754127
32.08551,-101.703433
32.038455,-101.75422
31.996988,-101.675552
31.906836,-101.739848
32.053358,-101.746247
32.026509,-101.72903
31.99212,-101.682763
32.001156,-101.659182
31.924166,-101.746851
32.009044,-101.709165
31.898571,-101.710643
31.880072,-101.709057
31.852153,-101.699643
31.947946,-101.690848
31.911057,-101.705605
32.024909,-101.767448
31.893514,-101.700079
31.892567,-101.691815
31.916172,-101.699388
32.051343,-101.705309
31.90897,-101.714332
31.909338,-101.696985
31.906834,-101.708643
31.884313,-101.67952
31.875477,-101.699042
32.02493,-101.767355
31.915851,-101.751713
32.039536,-101.746861
32.030132,-101.747635
32.010431,-101.68414
32.027515,-101.742568
32.038848,-101.752523
32.038826,-101.752616
31.894617,-101.682836
31.949095,-101.704511
31.943995,-101.707949
31.974413,-101.672752
31.887037,-101.743217
32.066163,-101.70621
32.001464,-101.707089
